licenseNumber,licenseType,businessName,city,county,zip,phone,endorsementText,origRegisDate,status,gmbName,gmbAddress,gmbPhone,gmbWebsite,gmbRating,gmbReviews,gmbCategory,gmbMapsUrl,gmbExtra,processedAt,_outFile
259866,RGC,NORTHWEST ROOFING SPECIALISTS LLC,HILLSBORO,Washington,97124,5034380164,Residential General Contractor,02/04/2026,GMB Found - Website Available,Northwest Roofing Specialists,,+1 503-438-0164,https://nwroofingspecialists.com/,,0,Roofing contractor,"https://www.google.com/maps/place/Northwest+Roofing+Specialists/@45.522894,-122.989827,11z/data=!3m1!4b1!4m6!3m5!1s0x4386927954e38c75:0x93301ca184a43475!8m2!3d45.522894!4d-122.989827!16s%2Fg%2F11z10y_2r2?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJdYzjVHmShkMRdTakhqEcMJM,2026-09-06T22:37:41.745Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259868,RGC,CASCADE MOUNTAIN CONSTRUCTION LLC,BEND,Deschutes,97701,5413904992,Residential General Contractor,02/04/2026,GMB Found - Website Available,Cascade Mountain Construction LLC,,+1 541-390-4992,https://cascademtnconstruction.com/,,0,General contractor,"https://www.google.com/maps/place/Cascade+Mountain+Construction+LLC/@44.058172,-121.315309,11z/data=!3m1!4b1!4m6!3m5!1s0x54b8c7b8c62b2bb3:0xa29377488dc47610!8m2!3d44.058172!4d-121.315309!16s%2Fg%2F11z28xqy_1?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJsyrrxrjHuFQRDatEjeR3k6I,2026-09-06T22:38:23.834Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259870,RSC,PRECISION TILE AND STONE WORKS LLC,MEDFORD,Jackson,97501,5412929009,Residential Specialty Contractor,02/05/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Medford(0.00),2026-09-06T22:38:45.109Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259873,RGC,APEX PACIFIC BUILDERS LLC,SALEM,Marion,97302,5035803211,Residential General Contractor,02/05/2026,GMB Found - Website Available,Apex Pacific Builders LLC,,+1 503-580-3211,https://apexpacificbuilders.com/,,0,General contractor,"https://www.google.com/maps/place/Apex+Pacific+Builders+LLC/@44.9428885,-123.035096,10z/data=!3m1!4b1!4m6!3m5!1s0x54bfff180c4ab681:0xec8e807ff67cba41!8m2!3d44.9428885!4d-123.035096!16s%2Fg%2F11z1smf_9n?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJgbZKDhj_v1QRQbp89n-Ajuw,2026-09-06T22:39:27.241Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259877,RGC,WILLAMETTE VALLEY ELECTRICAL SERVICES LLC,ALBANY,Linn,97321,5419794402,Residential General Contractor,02/06/2026,GMB Found - Website Available,Willamette Valley Electric LLC,,+1 541-979-4402,https://wvelectricor.com/,,0,Electrician,"https://www.google.com/maps/place/Willamette+Valley+Electric+LLC/@44.636511,-123.105928,11z/data=!3m1!4b1!4m6!3m5!1s0x54c0416cb2632b85:0x5e1caae30bdaeebb!8m2!3d44.636511!4d-123.105928!16s%2Fg%2F11z3pydl21?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJhStjsmxBwFQRu-7aC-OqHl4,2026-09-06T22:40:09.157Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259881,RGC,SUMMIT PEAK ROOFING LLC,BEND,Deschutes,97702,5416398812,Residential General Contractor,02/06/2026,GMB Found - Website Available,Summit Peak Roofing LLC,,+1 541-639-8812,https://summitpeakroofing.com/,,0,Roofing contractor,"https://www.google.com/maps/place/Summit+Peak+Roofing+LLC/@44.058172,-121.315309,11z/data=!3m1!4b1!4m6!3m5!1s0x54b8c7b8c62b2bb3:0x1b1c3e3878b277d4!8m2!3d44.058172!4d-121.315309!16s%2Fg%2F11z4lts92p?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJsyrrxrjHuFQR1HeieTg-HBs,2026-09-06T22:40:51.309Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259885,RSC,TIMBERLINE FINISH CARPENTRY LLC,SANDY,Clackamas,97055,5036689944,Residential Specialty Contractor,02/09/2026,New Registration - No GMB,,,,,,,,,low_confidence_match_rejected:Sandy(0.00),2026-09-06T22:41:12.721Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259890,RGC,COLUMBIA RIVER PLUMBING LLC,THE DALLES,Wasco,97058,5412984422,Residential General Contractor,02/10/2026,GMB Found - Website Available,Columbia River Plumbing LLC,,+1 541-298-4422,https://columbiariverplumbing.com/,,0,Plumber,"https://www.google.com/maps/place/Columbia+River+Plumbing+LLC/@45.594559,-121.178683,11z/data=!3m1!4b1!4m6!3m5!1s0x54be1cb9cb8816c5:0xda20063264ab8271!8m2!3d45.594559!4d-121.178683!16s%2Fg%2F11z1smt821?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJxRaIy7kcvVQRcYKrZDIGINo,2026-09-06T22:41:54.890Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259895,RGC,SILVER FALLS EXCAVATION & LANDSCAPING LLC,SILVERTON,Marion,97381,5038734002,Residential General Contractor,02/11/2026,GMB Found - Website Available,Silver Falls Excavation LLC,,+1 503-873-4002,https://silverfallsexcavation.com/,,0,Excavating contractor,"https://www.google.com/maps/place/Silver+Falls+Excavation+LLC/@45.005118,-122.782869,11z/data=!3m1!4b1!4m6!3m5!1s0x54bffb89cb229231:0x39de663eb612de0e!8m2!3d45.005118!4d-122.782869!16s%2Fg%2F11z1smw921?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJMZIyy4n_v1QRDt4Stj5m3jk,2026-09-06T22:42:37.032Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259900,RGC,HIGH DESERT ROOFCARE LLC,REDMOND,Deschutes,97756,5415481190,Residential General Contractor,02/12/2026,GMB Found - Website Available,High Desert Roofcare LLC,,+1 541-548-1190,https://highdesertroofcare.com/,,0,Roofing contractor,"https://www.google.com/maps/place/High+Desert+Roofcare+LLC/@44.272621,-121.173891,11z/data=!3m1!4b1!4m6!3m5!1s0x54b8d789ca442111:0xa1408746b0a8efe8!8m2!3d44.272621!4d-121.173891!16s%2Fg%2F11z1smq789?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJEyFEyom3uFQR6O-osEaHQKE,2026-09-06T22:43:19.145Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
259902,RGC,CASCADE VIEW CUSTOM HOMES LLC,SISTERS,Deschutes,97759,5415496030,Residential General Contractor,02/13/2026,GMB Found - Website Available,Cascade View Custom Homes LLC,,+1 541-549-6030,https://cascadeviewcustomhomes.com/,,0,Custom home builder,"https://www.google.com/maps/place/Cascade+View+Custom+Homes+LLC/@44.291233,-121.549212,11z/data=!3m1!4b1!4m6!3m5!1s0x54b91234ca778811:0x68a00c1583527d53!8m2!3d44.291233!4d-121.549212!16s%2Fg%2F11z1smp456?hl=en&entry=ttu&g_ep=EgoyMDI2MDkwMi4wIKXMDSoASAFQAw%3D%3D",place_id:ChIJEWh3ynQSuVQRU31SgxUMoGg,2026-09-06T22:44:01.309Z,/gmapsdata/ccb-results/ccb-batch-01-of-07-results.jsonl
